Symbol,% GC
TBC1D3I,59.78
PCDH12,48.79
SYT1,35.61
RNF14,42.05
SLC22A25,39.79
LRRC31,41.59
ASPM,34.66
CHD3,53.17
CELF1,43.94
LYSMD4,47.75
SAMD7,41.85
PRKACA,53.35
MCTP2,38.26
OXR1,36.67
SEC62,36.6
GNPDA1,44.88
FPR1,42.98
ZNF550,44.48
MAPK6,43.13
TPRX2,63.61
SULT2A1,46.68
GPR160,42.34
ACTMAP,54.97
ARHGAP11A-SCG5,40.94
TPSG1,63.75
GOLGA8M,43.11
TPSB2,65.11
NDFIP1,39.13
AGPAT4,45.36
LRRIQ4,41.25
SMIM38,55.35
SHF,50.88
MS4A1,40.02
SNRPA,50.77
TEX264,54.18
SPRY4,51.21
FMNL1,58.77
FGF1,44.95
AKT3,37.34
TPSAB1,66.56
PRKN,40.42
TPSD1,65.97
ANKLE2,50.97
NLRP10,45.61
PACRG,39.59
GOLGA6L7,51.71
GLYATL1,39.86
NR2E3,49.58
MIA,49.41
GRM2,55.81
UBE2I,56.98
PGAM5,55.09
ITPKC,51.3
CRTC3,44.02
IQCF6,56.39
PRPF8,48.87
NCBP2,44.02
HNRNPA0,41.02
SUPT3H,36.3
SMIM35,47.18
WDR70,38.99
MAST1,52.4
NT5DC4,48.85
TMEM138,45.65
NCBP2AS2,59.89
CD2AP,36.38
PIGZ,48.82
POC1B,39.79
PDIA3,43.01
SOS1,38.16
RYBP,38.33
LMO1,52.88
TSC22D2,36.55
GDNF,46.43
PLA2G4C,47.68
COL6A6,39.54
STK33,37.65
OPN5,38.62
NUP155,41.74
POC1B-GALNT4,44.97
GALNT4,39.46
ATP2B1,36.39
SLC16A10,40.2
MFSD4B,37.91
PTP4A3,62.4
RNF212,49.44
ZNF662,44.49
C1orf174,49.32
ZSWIM9,50.04
SDR16C5,44.69
REV3L,36.9
SNRK,41.92
CARD8,44.39
CCNE2,41.61
IQGAP3,50.86
MYO7B,51.03
SGSH,58.83
KCNJ8,40.64
C4orf50,49.24
GASK1A,46.55
GOLGA6L2,51.44
CARNS1,62.67
SMIM31,38.66
GOLGA8G,49.13
BICD1,40.45
HRH1,46.19
NLK,37.3
ANKRD42,39.12
CNTN1,35.21
ATG7,43.27
OR4F21,45.69
NKX2-6,58.2
TDRP,42.86
GOLGA6L25,50.99
GOLGA6L26,50.68
LRP12,35.79
GOLGA6L24,51
ISL2,59.44
PSMC5,50.95
OTUD7A,43.36
MAFA,65.54
SMARCA5,35.39
EVX2,53.38
NAXE,48
ZC3H3,58.38
MORN2,39.58
THSD4,42.5
PCF11,38.25
ADGRF3,45.62
RRAGD,42.23
GSDMD,62.14
ANKRD6,43.03
CDH6,38.31
ALB,34.86
TSPAN11,51.34
HAPLN2,54.26
TLN2,43.6
UGT1A10,41.6
BTBD18,46.21
VGLL4,44.93
RAI14,42.11
MISFA,43.98
DDX11,52.26
BCAN,55.82
SYT8,63.55
COQ10B,41.64
LGALS9B,52.95
CCDC141,37.74
LBHD1,52.45
ASIC4,56.96
MIEF2,59.39
CWF19L2,36.31
SCG5,42.31
SULT6B1,41.42
MROH6,67.04
NES,59.01
CRABP2,55.42
DNMT3A,53.43
SMCR8,52.66
BAIAP3,65.69
ARHGAP27,54.68
C6orf62,40.3
METTL25B,51
INTS14,40.67
ARMH2,42.83
SYNCRIP,40.29
ZNF114,49.13
MRPL24,48.93
NAPRT,67.89
PAX6,49.68
RARB,38.84
LIG1,51.48
RTF1,45.65
PRCC,46.54
SORCS2,53.7
MESP1,70.55
SEMA4B,50.67
CFAP99,55.21
MRPL45,45.17
RNF11,41.24
GAB1,38.59
GPR179,54.52
RNF223,65.48
SOCS7,45.25
C1orf159,54.65
SRCIN1,56.67
NUDT2,46.38
MLPH,51.32
TMEM131L,41.78
CCDC9B,58.85
ATP6V0A1,45.46
LCTL,44.84
TIGD5,64.52
KLRB1,36.75
PYCR3,60.13
PRPH,63.53
MUCL3,49.36
BAK1,57.18
OR4F4,41.7
GFUS,65.11
MFGE8,55.64
ITPR3,55.13
SPATS2,41.68
TLR2,38.85
TRMT10C,41.21
ATP13A3,38.74
RNF175,41
TTC39A,51.4
CDHR4,54.98
SFRP2,42.87
ZNF623,47.93
GNRHR,34.17
PRLH,65.28
TMPRSS11D,35.77
MOB3A,55.69
RAB17,52.74
TMEM67,37.38
STX2,45.86
CIB1,56.35
INKA1,64.58
UBA7,58.1
PRLR,40.83
TMPRSS11A,37
FAAP24,49.16
TEX9,36.88
UQCC2,49.22
IP6K3,53.34
MAPRE3,45.88
OR7C1,41.86
GPRIN3,39.02
EHD4,47.1
LEMD2,53.17
PCSK4,62.23
TRAIP,49.84
FBXO8,33.65
SIRT4,48.77
PLA2G4D,51.46
PLA2G1B,45.12
MSI1,54
PLA2G4E,50.22
TMEM214,55
SRSF9,46.67
LACTB,39.93
BICRAL,43.82
CEP44,35.65
CDC5L,38.46
FZD10,58.38
PDE4C,54.25
PRIM1,43.06
RPS27L,39.85
MEX3B,55.8
COL21A1,36.73
CAMKV,55.84
SAXO2,37.38
GOLGA6L10,47.95
GOLGA6L9,47.67
NUDT9,38.94
AGBL5,48.47
RPS17,49.43
AEBP2,40.33
KLF10,47.85
EFL1,38.05
SPARCL1,39.78
OST4,54.69
OXCT1,37.45
PLEKHA5,38.11
SAMD11,66.59
KCNU1,38.1
TICRR,42.68
EMILIN1,61.55
MON1A,51.31
ZSCAN5C,47.61
PINLYP,51.83
ABHD1,50.81
MFSD14A,39.5
KIF7,48.65
SELENOV,55.39
RBM6,44.14
NLRP11,42.56
SASS6,36.48
PREB,57.4
VPS13B,36.65
DBT,39.15
PDGFRA,43.66
FANCI,40.11
KHDC1,44.69
VN1R4,48
RERG,36.92
MRAP2,42.29
RIMOC1,36.01
ARHGAP35,46.43
CEP162,37
PHLDA1,44.11
PRR30,58.72
ASB8,42.11
NPAS1,55.35
FBXO4,38.88
TCF23,52.67
SLC5A6,53.48
RTCA,39.06
SOX8,65.75
SSTR5,63.67
C1QTNF8,65.66
BRDT,39.45
TMEM160,61.56
CCDC152,35.71
PAICS,39.99
ZC3H4,51.96
CCDC184,60.18
ZNF641,46.15
NIM1K,42.72
GABRR2,45.69
SAE1,47.18
TMEM98,48.47
LPCAT1,56.23
ZNF598,64.24
SCML4,43.76
ITGA7,51.64
ARL9,42.05
CAD,51.18
NKAIN2,36.1
C5orf60,53.62
PPM1K,39.9
RNF217,36.7
SULT1A1,54.79
BASP1,43.15
OR1F1,47.77
BBC3,59.72
HMGCS1,38.76
SPACA3,47.15
MYH11,48.28
CCDC9,56.53
TPD52L1,39.16
RPS3A,41.26
MAPT,49.67
RBM5,44.45
RPL8,60.89
INAFM1,70.32
NACC1,55.36
CCL28,41.26
PSMD8,53.59
TMEM267,38.29
SLC30A3,52.1
C5orf34,37.91
CCDC83,39.91
KHDRBS1,43.61
AP3D1,56.41
DNAJC5G,48.59
PAIP1,38.36
SH3D19,40.89
SYTL2,40.22
TRIM54,47.71
TMEM39B,48.85
HDDC2,40.11
UCN,68.64
MPV17,50.33
OR10AD1,51.15
H1-7,60.69
RIMBP2,48.57
HEY2,43.64
CITED2,50.46
CD86,40.77
MPC1,38.93
KPNA6,44.21
LRRC1,39.72
MLIP,36.72
PRSS48,39.74
CASR,41.14
NNT,37.88
CCDC28B,55.01
FHIP1A,39.54
RHOV,61.95
SCN9A,34.44
VPS18,53.56
CDK5R1,56.09
NCOR2,57.38
DLL4,57.1
MYO1D,40.83
GATB,43.81
CSTA,41.8
CHAC1,57.9
DDX20,40.27
MIX23,39.16
INO80,42.25
FAM162A,38.81
ANGPTL6,53.47
RELB,51.22
COMMD5,53.13
WDR5B,39.93
KPNA1,38.26
OGFRL1,36.15
ZNF250,47.13
VEGFC,35.64
CIMIP3,52.18
CLASRP,54.01
ATRAID,45.47
ARID1B,40.89
NEIL3,37.32
MYO15B,58.76
AGA,39.69
RPL5,40.37
TMEM237,38.83
ANKS1B,37.86
SCPPPQ1,35.32
ZNF16,47.4
RCN2,38.81
PPBP,36.95
PARP9,42.46
DIPK1A,39.43
ARL6IP6,37.13
MROH1,53.17
TSPAN3,41.92
TRIM2,42.07
MTF2,37.37
ZNF296,59.35
GEMIN7,50.44
COX5B,50.22
MYO18A,53.73
TBC1D17,57.44
ACTR1B,58.52
PSTPIP1,56.5
DTX3L,44.22
PARP15,40.52
PALB2,43.55
C2orf92,45.08
EMC3,44.95
GNAO1,49.53
NUP62,54.29
NUDCD2,37.94
SRPRB,41.15
ANKRD36B,35.77
SH2D5,61.39
EXT1,41.16
CCPG1,40.36
TMEM167A,35.95
DCBLD2,38.59
NUP160,41.86
TNFAIP3,43.95
ZEB2,38.58
ECE1,52.21
TXK,39.54
SNTB2,41.92
TMEM161B,35.47
MTMR9,37.53
IZUMO2,48.22
SLC35B3,34.78
VPS4A,54.51
U2AF2,56.03
SH3BP2,59.14
ST3GAL6,38.88
HOXB1,58.49
RAB27A,41.6
MIP,46.66
SLC35G5,55.67
HOXB2,56.24
HOXB3,52.52
SPRYD4,48.12
GLS2,47.05
TSC2,59.93
USP17L7,50.21
TBC1D32,35.75
CLN8,48.06
MAP3K10,53.37
HOXB4,56.5
HOXB5,54.66
HOXB6,54.06
HOXB7,54.13
HYOU1,54.02
HOXB8,57.84
HOXB9,55.85
TTC9B,63.9
ADORA2B,49.68
CCNP,57.51
ZSWIM7,44.09
ARHGEF10,50.01
GOLGA8Q,49.01
AKT2,53.61
FAM98B,36.34
CHIC2,36.31
SUSD4,44.24
GSX2,58.17
RASGRP1,41.82
NAAA,44.37
ENC1,45.65
TTC19,40.8
HEXB,42.11
FYCO1,47.08
RBMS2,44.05
HERC3,39.04
NCOR1,39.71
CCDC185,63.04
LRRIQ3,34
NAP1L5,42.88
MAGI1,40.3
TNNI3K,36.79
PLAC8,41.38
ANKRD36C,35.73
LMNTD1,38.35
KBTBD11,50.37
MYOM2,46.64
SMURF1,42.72
UBTF,59.52
GFM2,36.31
GSG1,46.27
ACMSD,39.51
GSTA5,42.61
MAP3K19,41.95
LRRC53,37.58
SESN1,37.63
ERICH3,36.47
OR2AE1,48.66
SENP1,38.82
TPD52,41.15
AZGP1,48.33
CCNI,39.3
CRYZ,39.61
CEP57L1,36.91
PSD2,51.8
PLEKHA8,39.62
TAMM41,42.11
PFKM,44.84
MRPL36,55.77
PCARE,51.28
NDUFS6,48.31
FBLN7,49.52
C19orf47,50.5
IRX4,64.07
TYW3,40.26
ROPN1,42.25
ZC3H8,38.5
GOLGA8J,48.89
MTURN,46.56
BLVRB,49.72
SCN7A,35.26
GOLGA8T,48.94
FPGT-TNNI3K,36.52
CFAP20DC,38.65
CNOT3,57.9
EXOC4,38.31
TTLL13,49.87
KCTD21,47.89
TAOK1,41.05
FAT2,46.28
SPPL2A,40.48
USP35,52.98
CMKLR2,42.8
MYBL1,36.72
AOX1,41.53
FXR2,48.1
MSX2,46.87
GAB2,41.71
CFAP92,47.21
PPP2CA,40.16
ADAP1,60.61
SORBS3,55.84
DCLK3,43.53
ATP5MG,42.73
ACOX1,44.18
CCR5,43.64
GCNT3,43.27
SETMAR,40.2
MYB,39.73
NARS2,38.82
GTF2A2,39.73
DPPA4,43.84
DNMT1,50.43
AP3B1,36.76
BZW1,41.12
OBSCN,53.88
RAB37,49.21
TCTA,53.22
CCDC32,45.99
DNAJB8,55.14
KCNMB3,41.41
SPTSSB,37.77
RPUSD2,48.66
OTOL1,39.13
RPUSD3,52.21
KNL1,41.23
CLIP4,38.65
COX19,58.96
SLC30A8,38.63
CYP2W1,66.81
NR2C2,42.09
CD300LF,48.69
PKM,48.38
C7orf50,57.69
EMSY,37.69
PTMS,61.84
DEFB135,44.58
GPR146,58.77
ZNF596,40.95
TARBP2,57.56
GPER1,55.88
NHERF1,56.22
ZFAND2A,54.68
NAT9,54.12
GABRR3,38.47
UNCX,67.18
NUP210,52.6
IGHV4OR15-8,58.03
DPYS,41.53
ROPN1L,48.33
TMEM104,54.35
GOLGA6L22,50.93
CIMAP1C,55.24
HNF1A,52.2
UBE2Q2,38.56
ZNF398,45.9
SYNPO,52.53
DCSTAMP,44.24
GRIN2C,59.83
HDAC11,53.95
MYOZ3,49.08
ZNF282,51.83
KLHL38,46.41
ANGPT2,40.71
RBM22,43.25
TMEM94,52
ZNF212,45.76
CXCR1,49.83
INS-IGF2,61.19
FBXO22,39.44
ZNF783,51.5
ARPC2,44.27
INS,64.73
DCTN4,38.98
TH,65.27
AGPAT5,38.19
NRG4,38.21
ZNF384,46.35
MMD2,49.83
GATA4,48.32
GPBAR1,58.82
AAMP,56.43
SMIM3,42.86
FBLN2,53.59
IRGM,37.49
DOCK6,53.79
ZNF300,36.58
ETFA,43.06
MCPH1,42.19
H3C13,64.39
RBAKDN,65.51
H2AC20,58.3
H2AC21,58.55
BOLA1,45.46
SV2A,52.16
CACNA1C,47.14
SERF1B,43.62
TMBIM1,54.42
SF3B4,47.69
PON2,38.28
FAM174A,35.59
GREP1,60.82
LRRC37A,42.32
ASCL2,69.92
C11orf21,60.54
FCGR1A,42.01
SERPINI2,35
ACTBL2,40.23
TSPAN32,63.03
GPR25,72.95
NTHL1,61.44
IQCG,43.92
KIF21B,55.01
ARAP3,51.43
EFNA2,63.78
FAM110B,40.5
DENND11,43.52
ADAMTSL5,60.93
KRAS,36.42
MEIOB,43.83
SLC15A4,45.84
IDO1,39.07
WEE2,39.7
RPL35A,44.87
ZNF614,41.38
DGKZ,56.98
GLT1D1,45.85
ZNF432,41.15
VIL1,50.01
LMLN,40.24
ZNF841,41.11
FUS,47.07
EFR3A,35.32
ZNF616,42.23
NOP2,49.45
ZNF836,43.18
PCDH1,54.9
GOLGA8S,48.78
ZNF766,44.74
PNKD,51.46
GOLGA8A,47.25
NPLOC4,50.06
FGF10,35.66
ZNF480,42.41
GORASP1,53.91
MRPS30,36.56
TMEM9,48.53
ZNF610,44.89
OC90,45.22
ZNF880,41.86
NOP10,43.96
B3GALT1,37.4
UTP23,40.03
ZNF528,43.66
DAPK2,46.89
TGOLN2,47.47
NPIPA9,48.8
AARD,43.16
RHOBTB2,53.45
OR4N4,43.33
ZNF534,42.58
RETSAT,51.29
CMC2,40.64
PAK6,51.07
PSMD12,40.02
IGFN1,52.47
PPP2R1A,48.23
ELMOD3,46.14
TNFRSF10B,43.19
CACNB1,54.39
SENP5,42.03
SAMD13,39.5
CD3G,42.54
PKD1L2,49.62
MELTF,54.02
TMEM81,47.52
MTR,40.64
C2CD4A,52.12
C2CD4B,67.16
PIF1,55.24
CASP1,37.02
TNFRSF10C,45.77
ZNF302,39.83
LRRC37A2,42.81
TAS2R42,39.26
PRB3,46.23
PRB4,44.73
SRP9,40.6
PRB1,45.95
PIGS,47.26
TNFRSF10D,45.29
NCKAP5L,52.89
PLEKHO2,53.96
DLG1,36.59
TMEM63A,51.62
TNFRSF10A,45.34
BCDIN3D,45.05
FAIM2,53.98
ANKDD1A,46.76
CLPB,45.77
CES1,47.97
CHMP7,46.73
ZNF599,43.52
AQP2,54.91
GOLGA8K,48.93
AQP5,60.72
CAPG,51.32
LEFTY1,50.49
AQP6,57.52
ZNF253,38.27
HHLA1,42.77
LEFTY2,56.27
ZFP30,41.09
RACGAP1,43.65
RGMA,52.94
KIFC2,63.6
EPHX1,50.75
ZNF577,41
BNIP2,38.33
FOXH1,65.55
CES5A,43.07
SRM,59.85
PPP1R16A,57.4
CSNK1D,55.29
NXPE2,37.91
HDDC3,55.9
NXPE1,37.37
EXOSC10,46.37
IFNL4,63.51
KIR2DS4,49.06
UNC45A,53.82
ARL2-SNX15,52.41
A1BG,55.8
SNX15,51.28
MAT2A,44.47
GPT,68.44
ZNF497,58.58
VAMP8,47.95
ZNF837,54.52
VAMP5,52.19
RPS5,51.15
RNF181,54.54
SAC3D1,58.58
ASIC1,54.15
SYF2,43.02
CBX4,62.5
NAALADL1,54.38
TMEM150A,60.15
QPRT,51.63
MFSD3,66.98
TBC1D16,52.49
RNF225,71.63
ZNF584,49.24
RSRP1,46.4
RCCD1,54.49
RECQL4,65.51
TP53TG3E,49.2
ZNF132,48.22
TP53TG3B,49.2
USP39,46.55
ZNF324B,58.99
PRC1,45.15
SMARCD1,48.48
RNF213,49.93
ZNF324,57.74
ZNF446,59.14
CDCA5,52.67
RHD,46.66
SLC27A5,51.36
LRRC14,63.18
GPD1,55.61
ZFPL1,56.22
ZBTB45,53.64
VPS33B,46.84
LRRC24,63.09
C2orf68,49.38
SIAH1,45.2
TMEM262,55.56
COX14,49.31
C8orf82,67.88
SFTPB,56.05
DPP9,56.68
TM7SF2,60.18
ARL4D,55.94
CERS5,43.84
N4BP1,42.34
DHX8,47.76
ZNF251,47.51
ZNF517,56.18
GNLY,45.87
EIF3H,37.79
TOX3,38.66
SV2B,42.49
SLC38A11,35.6
IRX3,64.52
RASSF3,43.87
ZSCAN2,48.03
COL14A1,38.77
IRX5,59.4
ETV4,50.23
SH2D6,54.63
KSR2,44.66
IRX6,55.1
PMIS2,53.35
PPP1R15A,56.78
CIT,43.74
SIGLEC16,58.14
WDR73,48.66
SNAPC2,64.13
EIF4E2,44.16
ZNHIT2,68.13
FAU,53.42
MAST3,54.88
MEOX1,51.6
SYVN1,55.16
ARL17A,43.64
SYT17,45.9
NMB,56.33
NIPA1,46.41
MYH14,50.8
CLEC19A,44.76
CHAC2,39.04
CD300H,51.5
GPR75,44.83
CRHR1,54.73
TMC5,45.06
NIPA2,43.68
PSME4,38.04
DNAAF11,39.1
MRPL49,50.97
NSF,38.61
TUBGCP5,43.31
CAPN1,51.18
SNX16,35.17
BIN3,49.55
CYFIP1,48.83
ERLEC1,39.57
SETD1B,56.88
HPD,51.4
RGS22,37.84
GDE1,40.14
GGCX,46.17
BPTF,40.87
COMP,62.85
PSMD9,47.48
FAM174B,44.69
EEF2K,47.84
TRIM64B,39.04
TSSC4,62.64
SPESP1,40.65
NPTX2,54.64
OR4F6,37.2
OR4F15,37.14
CGNL1,43.81
CFAP251,46.46
TRPM5,59.1
CDYL2,41.9
PLSCR2,37.31
BCL7A,52.98
POLR2M,42.65
MLXIP,50.35
UPF1,55.14
GINS2,49.77
ZNF722,37.67
TNFAIP8L3,44.72
ZNF727,40.83
TBC1D5,37.62
C16orf74,53.1
CSMD1,38.47
CYP19A1,44.06
TMEM50A,41.71
NPIPA6,55.19
WNT3,53.82
DENR,42.06
OLFM2,50.51
KLHL29,50.5
FLOT2,54.43
MACO1,40.69
ZCCHC8,42.56
PSG11,43.2
DHRS9,39.63
ANKRD11,51.18
TRIM49D1,37.66
PSG2,43.6
TSEN15,38.96
TRIM49D2,37.46
ACAD10,47.12
PSG3,43.63
TRIM49C,37.03
GOLGA8R,49.16
PSG8,45.77
SNAP23,42.25
CXCL16,51.52
UBTFL1,44.33
COBLL1,36.27
TRIM64,38.94
TAC4,50.9
FXYD2,51.98
PSG1,45.75
LRRC71,54.62
FMN2,39.28
DLX4,59.65
ARHGAP23,55.44
CYTH2,58.18
ALDH2,48.79
FXYD6-FXYD2,49.89
EXOG,42.1
CENPX,65.43
TONSL,62.9
FXYD6,48.09
TCF3,59.56
ARID2,36.08
GDF6,51.73
GREM2,40.58
C8orf58,60.59
LRRC45,64.95
LRRC57,43.17
IL18RAP,40.03
ADAMTSL4,60.13
HAUS2,42.08
RPS15A,46.41
CIBAR1,38.54
TMTC1,39.27
IL17RC,51.21
RAC3,68.5
FKBP7,37.58
STARD9,43.51
CROCC2,57.72
DCXR,62
PTP4A2,41.84
PLEKHB2,42.42
CDAN1,54.45
IL10RA,49.19
ARL6IP1,40.55
ZFYVE9,40.85
RRM2B,37.81
GAN,41.53
AK4P3,45.62
DIABLO,45.65
CAVIN3,64.65
TTBK2,39.88
ACTN4,53
TBC1D24,55.74
SMPD1,56.72
CHPF,61.2
PDPN,45.38
GPS1,66.61
CYS1,53.29
RAD51AP2,34.43
MGA,40.42
ST6GAL2,41.34
DNHD1,43.78
MROH2A,48.73
SCNN1B,48.05
C15orf39,58.35
TMCO4,48.92
RAD21,35.95
LIMS3,41.74
GPRC5A,46.77
GOLGA6C,49.48
TMEM263,38.27
MAIP1,39.93
COMMD4,53.23
C8orf89,36.71
DTNB,41.46
MTERF2,40.56
PLEC,63.62
NRIP3,44.64
HYI,59.35
CRY1,37.55
GGA2,47.62
AP2A1,54.54
C11orf58,38.18
ANO2,44.4
KCNK4,58.14
NEIL1,58.78
ACVRL1,54.84
RAB8A,53.57
C11orf97,40.54
PIWIL4,40.25
GRIN2A,42.09
ADGRB2,58.75
SMIM41,49.32
PKP2,40.78
GAST,49.71
HAP1,54.47
MAN2C1,57.22
CUX2,49.27
FUT4,48.89
SPDYC,56.72
XNDC1N-ZNF705EP-ALG1L9P,41.28
JUP,54.96
INTS4,40.83
PHETA1,57.94
COL6A5,38.7
CCDC63,47.84
DYNLRB2,38.47
PDE11A,39.14
PDPK1,52.5
MYL2,46.77
P3H4,56.65
DAG1,47.52
FKBP10,56.17
PRKCD,56.58
LGALS14,45.19
NT5C3B,48.91
NTNG1,37.38
GRIN2B,40.62
CLC,43.84
VAX2,49.06
VASP,54.67
ATP6V1B1,50.19
LITAF,49.05
ANKRD65,66.51
PTPN9,45.12
IPO8,35.88
SNAP47,54.21
SCAMP4,60.16
ANKRD53,55.73
SIN3A,44.13
ZW10,39.08
B4GALT2,56.94
STAT6,50.56
NAGK,49.56
CARD14,55.06
OLFML2B,48.23
TTC24,53.95
IL20,42.96
CLDN25,56.09
NECTIN1,54.86
GPATCH1,45.71
DNASE2B,39.38
FLI1,46.48
CCR8,42.2
OR2L2,35.53
SLC25A38,46.4
OR2L3,35.43
MCEE,41.39
OR2M4,37.35
TNFRSF14,64.06
USP28,41.45
SMPD4,53.96
CEBPA,65.86
ZNF536,46.39
CSRNP1,55.85
PLA2G4F,56.19
PEX12,42.42
XIRP1,58.29
AXIN2,51.32
CX3CR1,46.15
ZNF615,39.06
GALNT15,45.63
SYNE1,38.41
VPS39,42.61
CEP112,37.96
PRAMEF9,47.82
OR2T35,41.13
DPH3,40.33
ZNF790,42.57
OR10K2,36.19
RBM15,44.01
OXNAD1,42.08
JMJD4,61.26
KLHDC7A,58.2
MTX1,55.89
ZNF829,39.33
OR5AK3P,38.71
OR5AK2,39.03
MOB2,54.17
ZNF345,39.29
KRTAP5-5,62.11
ARL8A,53.33
CWC15,37.35
SLC25A36,35.48
TMEM87A,38.89
ZNF568,40.17
GPR37L1,55.43
KDM4D,36.25
KDM4E,50.58
SRSF8,45.07
ENDOD1,42.67
APOH,42.88
SNX27,40.43
SESN3,35.27
HLF,43.3
ZNF559-ZNF177,40.32
MMD,40.95
TRAF6,38.27
RAG1,39.18
CORO2B,49.34
SMIM36,42.12
IFT122,46.73
TIMP2,52.6
RAG2,38.54
HAAO,48.95
SLC22A10,38.29
ANP32A,49.39
OXER1,62.31
CEP295NL,54.45
CHST1,56.44
GYS1,52.54
MYCBPAP,50.67
MAL,52.06
SLC35C1,56.94
CELF3,55.89
RCE1,60.49
ZNF2,44.65
GLCE,36.64
L3MBTL3,38.41
ITGB4,57.98
PROM2,58.87
PC,51.93
CGB7,63.61
RIIAD1,51.01
PPFIA3,55.14
NT5DC3,43.11
MRPL9,47.92
UQCC6,40.61
ENTPD3,41.75
OAZ3,48.79
HCFC2,37.22
FAHD2A,49.55
SAMD3,39.15
VPS33A,44.61
LINGO4,56.11
THEM5,52.42
RPL14,44.36
THEM4,42.26
GTF3C2,46.38
S100A10,44.94
TAF2,37.5
HRC,57.8
STIL,40.15
ZNF619,44.89
TRPM4,50.3
ATP6V1C2,49.93
LRFN4,70.38
TUBA1A,48.31
C11orf86,59.84
SLC37A4,55.18
ZNF620,44.27
APAF1,39.48
ATAT1,48.87
PDIA6,46.27
ISLR2,50.88
ULK4,39.38
EIF4A1,52.64
ISLR,61.05
STRA6,55.21
CCK,47.79
SBSN,57.65
TRIM49B,36.78
LYZL4,43.4
TRIM64C,38.21
GAPDHS,54.45
CDC42EP2,56.09
SLC25A45,59.38
EPHA6,35.38
NOL10,41.05
CRLF3,42.4
KPLCE,55.01
LCE1F,48.33
LCE1E,48.98
UBE2W,39.29
LCE1D,51.95
TMEM147,58.54
NCDN,57.71
ATAD5,41.02
AMD1,41.39
FRMD8,56.25
CRYBG3,37.12
TEFM,41.95
RIOX2,41.54
ATP4A,58.06
NF1,37.62
TFAP2E,52.56
DSP,42.54
AMY1A,34.13
ELOC,41.21
RELA,55.64
ZNF177,38.89
ZNF112,38.31
OR5AC1,40.43
OR5AC2,39.68
CCDC33,53.68
OR5H2,33.91
OR5K4,38.3
OR5K3,37.37
SLC6A1,50.3
AMY1B,34.45
GCC2,38.28
ZNF285,41.87
CYP11A1,47.58
ZNF229,41.83
SEMA7A,57.81
TMEM70,43.8
AMY1C,38.13
ZNF180,44.11
HPDL,60.3
OR2L5,35.51
LY96,42
CCDC138,37.69
SELENON,56.75
UBL7,47.95
PPP1R42,39.58
MAB21L3,43
CEACAM20,45.62
LIMS1,41.5
RBM12B,38.14
NFASC,47.92
ZNF7,50.86
CYBC1,60.89
MOCS1,50.32
IGSF23,48.22
TMPO,39.7
PVR,50.03
RNH1,60.36
MEF2A,36.86
CEACAM19,47.31
LYG2,41.7
ZNF385A,54.05
PURG,36.48
CLVS2,36.32
ALKAL1,40.93
SNORC,50.37
CEACAM16,54.2
NGFR,56.75
TRDN,34.97
BCL3,58.73
C8orf76,43.71
LGALSL,44.8
ITGA3,52.64
SYNM,49.91
SERTAD2,40.14
ALDH3B1,58.4
PDE1A,36.57
CBLC,53.48
ITGA5,52.45
ZHX1-C8orf76,40.57
TTC23,41.8
ZHX1,38.83
HFE,44.86
BCAM,58.92
FAM83A,49.8
CNTN2,54.18
GTSF1,39.63
NDUFS8,57.63
OSBPL10,42.46
SLC4A5,45.71
ZNF18,41.61
MTUS1,40.93
NCKAP1L,42.59
MEIS2,38.26
PROCA1,55.75
CHKA,44.1
PLD3,52.47
PITPNC1,44.62
PRICKLE1,41.36
C11orf24,52.05
ZNF860,41.67
OR3A1,38.34
TRPV3,51.63
GPD1L,44.49
LRP5,54.62
CD200R1,35.84
APLP2,43.97
GPATCH11,38.59
TMEM181,47.37
GTPBP8,37.06
EEF1D,61.99
RPL37A,44.42
SLC2A3,45.14
NEPRO,39.06
SYPL2,49.28
SEC11A,42.34
IGFBP2,50.33
CCSAP,43.58
HEATR6,40.88
ADTRP,43.46
IGFBP5,50.76
ACTA1,60.51
CMAS,37.39
TNP1,49.42
ZFP69,41
NYAP2,37.71
HIVEP1,39.37
ST8SIA1,38.38
AFTPH,37.29
ZNF684,40.31
EDN1,42.83
ACSBG1,48.23
C2CD5,34.95
RPS6KA2,46.48
TRNAU1AP,47.61
CA4,54.97
ZDHHC23,43.72
ZBTB44,39.22
TRIM43B,39.71
USP32,40.15
CCDC191,38.06
RAB42,58.15
CASP8,42.24
AMY2A,33.55
DNAJA4,47.08
CDK18,55.71
ADAMTS8,53.31
QTRT2,38.31
FDX2,52.93
MRE11,37.3
ICAM5,64.04
BCAS3,39.85
SKIC8,43.3
RAVER1,56.77
DRD3,41.04
ICAM3,55.88
RAMACL,42.18
HLA-A,51.88
POLR2E,61.47
TMCC1,39.4
CHD2,39.03
GOLT1A,47.46
ETNK1,34.4
TRH,59.3
ANKRD49,36.46
MARS2,48.36
BOLL,37.72
C1orf146,39.22
TRPC1,35.59
PDE1B,49.29
IRF7,67.06
GPX4,69.54
GLMN,38
KRTAP9-1,60.82
PLEKHA4,51.07
GRN,57.73
RPSA,43.75
PPP1R1A,53.68
TRIM51G,35.91
CASP10,42.31
ALKBH8,36.18
LACRT,50.8
TULP2,51.24
DCD,49.07
RPAP2,38.43
CXCR4,52.33
MUCL1,36.35
GPATCH8,40.95
TESPA1,40.07
